name,t90,fluence,flux_1024
GRB150324164,   4.608,0.0000048485,  5.2855
GRB151210041,  37.633,0.0000034533,  2.4343
GRB121109338,  22.144,0.0000053365,  4.2952
GRB080823363,  43.456,0.000005546,  4.6246
GRB200616654,  24.576,0.0000021359,  2.8453
GRB130404840,  34.561,0.000008355, 11.2429
GRB200713919,   5.120,0.00000081291,  3.5896
GRB090610723, 146.434,0.0000037413,  2.1929
GRB090701225,   4.160,0.00000044247,  3.1423
GRB090328401,  61.697,0.000042022, 17.2311
GRB180124392,  86.528,0.0000034097,  2.5166
GRB190824616, 108.546,0.000010378,  7.8867
GRB150228845,   4.125,0.0000065931, 11.0819
GRB201011837,  56.576,0.0000019859,  2.6168
GRB110709862,   5.376,0.00000079744,  3.7683
GRB170801690,  10.240,0.00000075594,  2.1561
GRB200412290,  12.606,0.00002875, 34.2572
GRB190315512,  29.184,0.0000093871,  4.2923
GRB150219522,  36.097,0.0000077158,  4.1762
GRB131113483,  60.545,0.000023036,  7.0481
GRB090327404,  14.080,0.0000028155,  3.0379
GRB090117335,  27.264,0.000001104,  3.6740
GRB160131116,  34.816,0.0000017721,  2.9838
GRB180401846,  23.040,0.000022974, 23.4779
GRB110420946,   0.128,0.00000024411,  1.2905
GRB170219110,  10.240,0.00000083544,  3.3838
GRB140721336, 127.746,0.000055154, 13.9738
GRB140329272,   0.064,0.00000023798,  0.8920
GRB180122129,   4.352,0.0000007042,  4.1125
GRB150817251,  13.312,0.0000072761,  6.4699
GRB150222832,  74.752,0.000003842,  3.1870
GRB150923429,   0.192,0.0000002606,  1.7219
GRB100907751,   5.376,0.00000073333,  3.4091
GRB131211510,  44.800,0.0000045074,  3.9778
GRB190222312,  13.824,0.0000033355,  7.5930
GRB210202841,  17.664,0.000015544, 16.4028
GRB160411062,   0.672,0.00000022505,  2.3082
GRB200619252,  15.104,0.0000023436,  4.2509
GRB130509078,  24.320,0.0000090069, 13.2349
GRB141230871,   0.224,0.00000014789,  1.5845
GRB130609902, 191.491,0.000054428, 14.3614
GRB161004964,  12.800,0.000017325, 15.7836
GRB200522650,  30.977,0.000002602,  2.2330
GRB150522433,  43.776,0.00000229,  2.4106
GRB190228973,  50.944,0.0000037981,  4.3912
GRB110118857,  34.561,0.000002966,  8.4128
GRB181008877, 224.516,0.000026304, 10.5594
GRB110625579,  33.281,0.0000035648,  2.7732
GRB200703341,   0.704,0.00000063167,  5.4645
GRB150708339,  95.234,0.000017087,  3.5676
GRB120121101,  18.432,0.0000019545,  2.6635
GRB170510217, 127.746,0.000043867, 16.9580
GRB170802638,   2.240,0.0000024481,  8.2026
GRB150523690, 114.690,0.000005729,  2.9827
GRB140619490,   0.448,0.00000021028,  2.0017
GRB170607946,  18.176,0.000049527, 13.2836
GRB101205309,   7.936,0.00000039049,  1.3461
GRB100625773,   0.240,0.00000056346,  4.3406
GRB180524416,  13.312,0.0000006192,  1.4607
GRB090926914,  64.001,0.000010534,  4.5056
GRB170323058,  33.536,0.0000015667,  3.2340
GRB090316311,  10.240,0.000001064,  3.7878
GRB140710537,   0.384,0.00000038259,  1.5090
GRB201121130,  15.360,0.0000014777,  2.8178
GRB180927993,   4.608,0.0000010891,  4.3984
GRB141020439,   1.600,0.000000084713,  1.4051
GRB090907017,  39.489,0.0000045416,  2.8339
GRB181222279, 130.691,0.00015524, 74.7661
GRB150423285,  14.336,0.0000012639,  2.7010
GRB190519309,  43.521,0.000031133, 35.0748
GRB190630257,   0.224,0.00000046949,  2.3723
GRB190708365,  27.392,0.0000016204,  1.7219
GRB180814505, 100.608,0.0000017174,  1.3510
GRB090117632,  86.017,0.0000090634,  3.8085
GRB200320414,   9.021,0.0000023873,  7.7816
GRB101224998,  18.688,0.0000013553,  2.2978
GRB130830864,  83.968,0.0000018924,  1.4040
GRB110721200,  21.822,0.000037042, 30.9556
GRB111107076,  77.185,0.000010405,  3.0315
GRB150712846,  59.648,0.0000024535,  2.2265
GRB170915161,  15.613,0.0000074085,  6.9096
GRB190712018,   1.792,0.00000021821,  1.5500
GRB200103678,   9.984,0.00000091401,  3.4630
GRB170125102,   0.672,0.00000010424,  1.0925
GRB110609425,  33.024,0.0000023535,  2.7189
GRB180821653,  13.568,0.0000010725,  0.8219
GRB180720213,   8.896,0.000024585, 36.5161
GRB101206036,  34.813,0.0000058414,  4.1365
GRB120919052, 118.018,0.000020674,  8.9868
GRB171207809,  25.600,0.000002157,  2.3041
GRB140706815,  43.776,0.0000024869,  2.9485
GRB210415284,  16.896,0.0000006041,  1.4166
GRB120612687,   0.256,0.00000070505,  2.5755
GRB200711461,  29.441,0.000014063, 16.2579
GRB180922461,   6.400,0.0000016049,  3.7363
GRB170614505,   5.376,0.00000042351,  1.4725
GRB150603105,  67.328,0.0000021035,  3.5862
GRB110702187,  34.369,0.0000079885,  5.5971
GRB150201574,  15.616,0.000063139, 88.7041
GRB190810675,   0.160,0.00000026057,  2.8830
GRB090608052,  21.504,0.0000012448,  2.2456
GRB190901890, 473.097,0.000063043, 16.8303
GRB100118100,   9.216,0.0000014369,  3.2024
GRB111120556,  98.626,0.0000067277,  4.8619
GRB210102861,  83.970,0.000005985,  7.8619
GRB181227571,  25.856,0.00000090551,  1.9902
GRB120926426,  60.161,0.0000043826,  3.9374
GRB130627372,  35.840,0.0000015766,  3.0798
GRB101102840,  43.520,0.0000017217,  1.6418
GRB141003564,   8.704,0.0000018542,  7.8970
GRB140430716,  26.368,0.0000091782, 13.3864
GRB180610377, 163.331,0.0000085794,  2.3007
GRB091112737,  24.576,0.0000098981,  4.1704
GRB180816088,  34.561,0.000016146, 14.6593
GRB140911012, 116.736,0.0000067844,  3.0760
GRB210404141,   1.344,0.00000021673,  2.1984
GRB120222119,  29.440,0.0000024509,  2.1008
GRB090718762,  23.744,0.00002502, 28.9877
GRB181224987,   1.088,0.00000015167,  1.8605
GRB190411407,  18.688,0.0000040735,  4.0720
GRB200407265,   3.072,0.00000066105,  2.0817
GRB140110263,   9.472,0.000005426,  3.5847
GRB150726877,  46.849,0.0000068193,  3.6683
GRB090531775,   0.768,0.00000031809,  3.4026
GRB100805845,  58.430,0.000010611,  6.1345
GRB210318131,  24.320,0.0000009911,  1.4200
GRB090528173,  35.905,0.0000065647,  4.7478
GRB200710036,   0.288,0.000000084878,  0.8956
GRB190915240,  13.824,0.0000027288,  3.7283
GRB081231140,  28.736,0.000016119, 11.2137
GRB120908873,  46.849,0.000012703,  6.1988
GRB180311074,   0.960,0.00000075439,  6.1704
GRB141128962,   0.272,0.00000017603,  2.2681
GRB150118409,  40.193,0.00014114, 40.7060
GRB180606730,   6.080,0.0000012997,  3.8474
GRB150527662,  63.233,0.0000050398,  2.4226
GRB141121414,   3.840,0.00000087914,  2.2957
GRB100504806,  16.512,0.0000023263,  3.3027
GRB100510810,  31.169,0.0000037181,  4.3206
GRB111025078,  51.712,0.0000029813,  1.8169
GRB131216081,  19.262,0.0000067779,  7.8887
GRB150711766,  82.177,0.0000094843,  4.9482
GRB170923101,  46.080,0.0000024551,  2.2731
GRB101128322,   8.192,0.00000083558,  2.1677
GRB171227000,  37.633,0.00028962, 90.2743
GRB170718152,  40.192,0.0000030268,  3.1268
GRB180910352,   0.256,0.00000086434,  8.3063
GRB200714437, 152.576,0.0000069707,  3.8549
GRB210207603,  11.008,0.0000018115,  5.3742
GRB121225417,  58.497,0.00006958, 23.6129
GRB160225809,  64.257,0.000017677, 12.9183
GRB180809485, 236.036,0.000007981,  4.2030
GRB191031025, 200.196,0.0000043239,  2.5247
GRB100910818,  13.824,0.000013408, 23.2166
GRB090427688,  12.288,0.0000016151,  2.5486
GRB101219686,  51.009,0.000003989,  2.0046
GRB120707800,  40.960,0.00009355, 60.3315
GRB110409179,   0.128,0.00000032835,  1.2047
GRB200112395,  38.912,0.00000086972,  0.8903
GRB200929204,   2.048,0.00000019463,  1.8825
GRB200924235,  58.113,0.0000018874,  2.2606
GRB200722094,  64.769,0.000012033,  8.5965
GRB090310189, 116.930,0.0000055426,  3.4339
GRB090829672,  67.585,0.000076637, 44.2110
GRB150214293,   0.192,0.00000023705,  1.3485
GRB081222204,  18.880,0.000011887, 12.7630
GRB141110232,  36.608,0.0000024307,  1.7727
GRB160310291,  23.613,0.0000025374,  6.5631
GRB161206064,  33.537,0.000037214, 13.4631
GRB110616648,  12.544,0.0000012947,  3.3527
GRB170726249,   1.792,0.00000060235,  3.2945
GRB110509142,  68.864,0.0000037606,  2.4391
GRB120119354,  16.896,0.000002793,  4.2171
GRB081213173,   0.256,0.00000012255,  0.9876
GRB130614997,   9.280,0.0000067209, 20.6950
GRB080808451,   4.352,0.00000071043,  1.7494
GRB130819394,  82.689,0.0000086817,  2.6317
GRB120506128,   2.304,0.00000028721,  2.4154
GRB091101143,  10.688,0.0000078384, 12.2690
GRB141031998,   0.160,0.00000008351,  0.7498
GRB180405169,  28.477,0.0000073004,  5.5778
GRB090626189,  48.897,0.000063046, 34.2545
GRB171223818,   0.384,0.0000018888,  5.0667
GRB150805746,   1.408,0.00000038213,  4.5876
GRB180411546,  29.696,0.0000097653, 12.1006
GRB111109453,   4.864,0.00000030487,  1.9526
GRB131209547,  13.568,0.000013674,  7.9701
GRB080812889,  15.040,0.0000024547,  1.9102
GRB140919636, 108.546,0.000010749,  3.6367
GRB111022854,   0.192,0.000000126,  1.0905
GRB160512199,  78.081,0.0000098679,  8.1713
GRB200801650,  63.745,0.000012034,  5.6023
GRB101207536,  61.441,0.0000066485,  3.6158
GRB160519060,  17.664,0.000003173,  5.9863
GRB171117515, 105.922,0.000010845, 12.5827
GRB090108322,   0.192,0.00000053623,  1.9693
GRB090129880,  16.640,0.0000055712,  6.6032
GRB160111115,  26.880,0.0000026274,  5.9942
GRB170429799, 220.163,0.000037615,  9.6420
GRB140901821,   0.176,0.000005123, 10.0194
GRB170106968,  31.232,0.0000010747,  1.5610
GRB150122960,  53.249,0.0000031678,  2.5998
GRB190310398,  59.393,0.00001966, 22.5519
GRB140701833,   6.912,0.000002609,  9.1693
GRB151120349,  28.416,0.0000096457,  7.2106
GRB191111347,   5.376,0.00000080049,  3.6775
GRB181228120,  17.664,0.000021246, 15.9578
GRB140720158,   0.320,0.0000001997,  0.8814
GRB110505203,   4.096,0.0000020341, 10.1584
GRB180710062,  90.112,0.000004335,  1.4945
GRB120526303,  43.649,0.00011619, 15.6896
GRB120429484,  15.360,0.0000023678,  3.0593
GRB140329295,  21.248,0.000067004,104.63
GRB141105358,  19.200,0.0000018375,  3.9562
GRB130112353,   2.048,0.0000012393,  4.4249
GRB081206604,   7.936,0.00000049971,  1.9015
GRB120711446,  87.552,0.0000018621,  1.2776
GRB201016136, 165.123,0.0000045372,  5.0627
GRB200325138,   0.960,0.0000014803,  5.6471
GRB170826819,  11.008,0.000032272, 25.4155
GRB190808498,  47.360,0.000001131,  1.3029
GRB201019484,  13.568,0.0000031099,  3.6610
GRB111010660,   8.704,0.00000087058,  3.7966
GRB120811014,   0.448,0.0000022744,  4.6401
GRB090101758, 108.802,0.000012288, 11.6615
GRB090513916,  25.280,0.0000049405,  2.1225
GRB210401970, 301.061,0.000074899, 11.4380
GRB180413118,  57.857,0.000007552,  3.8100
GRB180718763,  98.306,0.0000149,  3.6075
GRB190608009,  85.250,0.0000082514,  2.2766
GRB191022341,  77.824,0.0000046118,  3.3616
GRB210326057,   0.576,0.00000015879,  1.3563
GRB120710100, 131.840,0.0000053384,  3.8050
GRB190817953,   8.448,0.00000088033,  3.8843
GRB091122163,   2.944,0.00000016406,  1.7900
GRB191001279,  24.000,0.0000045795, 10.4740
GRB120219563,   8.128,0.00000055777,  1.5670
GRB101214993,  11.520,0.0000010917,  2.8710
GRB130715906,  47.873,0.000041079,  7.7530
GRB091006360,   0.192,0.00000011432,  1.7029
GRB190707285,  36.353,0.000011372,  7.1080
GRB130701761,   1.600,0.0000049175,  9.3450
GRB190719113,  84.738,0.0000091711,  4.6418
GRB180816930,  19.456,0.0000019463,  3.2860
GRB151218857,   3.328,0.00000066057,  4.0831
GRB170711019,  15.104,0.00000074943,  2.5456
GRB141209131,  78.081,0.0000055484,  3.0781
GRB090112332,  58.369,0.000003919,  6.0285
GRB140223495,  17.408,0.0000019792,  2.0120
GRB171023097,  64.257,0.0000036446,  2.3745
GRB170127634,   1.728,0.00000030558,  2.0722
GRB150511362,  31.232,0.0000033516,  3.8516
GRB080904886,  17.344,0.0000052448, 15.8351
GRB160625240,  10.752,0.0000012778,  4.1442
GRB150426594,  22.528,0.000010847, 22.0697
GRB150318521,  94.720,0.0000043291,  2.1353
GRB140511095,   1.408,0.00000037066,  3.0299
GRB150227702,  17.408,0.0000024563,  3.2785
GRB180703949,   1.536,0.0000088488, 57.2775
GRB111221739,  27.136,0.0000030585, 10.0702
GRB170730133,   6.656,0.0000024063,  7.9344
GRB120703726,   8.960,0.0000083292, 17.1811
GRB170910368,  27.392,0.0000025834,  2.8226
GRB181126413,   2.112,0.00000062075,  4.1910
GRB161117066, 122.178,0.000031218, 10.3013
GRB190218330,  50.177,0.000025412,  7.5456
GRB190716019,  61.184,0.0000025782,  1.9222
GRB201216963,  29.953,0.00013632, 54.9948
GRB100306199,   7.168,0.00000056784,  1.3195
GRB110703557,   6.720,0.00000097388,  5.7505
GRB140901262,  65.025,0.0000029293,  2.5541
GRB091123298, 624.459,0.000034809,  5.9048
GRB161220605,  41.729,0.0000089475,  9.3495
GRB170130302,  50.177,0.0000040892,  4.2379
GRB101101899,  31.232,0.0000025972,  2.0728
GRB100517072,  55.808,0.0000065888, 13.7468
GRB160401065,  20.992,0.0000093138, 10.6674
GRB110904163,  51.457,0.000003464,  3.9841
GRB201208252,  44.801,0.0000066853,  5.1210
GRB180516229,  13.824,0.0000017834,  2.9237
GRB200228469,  14.080,0.00000069233,  1.4088
GRB120830297,   0.896,0.0000030693,  7.1858
GRB140701567,  25.088,0.0000026478,  2.0374
GRB200405394,  14.848,0.0000021665,  5.2158
GRB201213746,  46.336,0.0000020446,  1.9621
GRB181226600,   5.120,0.0000007223,  1.9182
GRB110731465,   7.485,0.000022892, 20.8706
GRB160709826,   5.440,0.0000022817,  8.5027
GRB170114833,  29.184,0.000013898, 12.1180
GRB200127758,  33.025,0.0000049307,  3.2254
GRB090621417,  27.009,0.0000038211,  3.6696
GRB160221993,  11.520,0.0000017522,  4.0530
GRB090509215, 282.372,0.0000035842,  2.5824
GRB180420031,  59.392,0.0000030334,  1.6982
GRB101214748,   2.240,0.00000023712,  1.9177
GRB170906039,  11.520,0.0000030308, 10.2980
GRB170829414,  51.457,0.000007778,  4.6245
GRB121029350,  15.808,0.0000078146, 13.2549
GRB090418816,   0.320,0.00000018202,  1.6760
GRB190619595, 134.914,0.000025854, 10.2647
GRB100326294,   5.632,0.00000038185,  1.8885
GRB131102622,  62.976,0.000001422,  1.0633
GRB081101532,   8.256,0.000015075,  9.7516
GRB150430015, 111.618,0.000015615,  9.9053
GRB130406334,  88.832,0.000003211,  3.6478
GRB191011192,  25.088,0.00000085225,  2.8356
GRB190330694,  36.097,0.000011546,  6.4096
GRB180731891,  31.233,0.000009049, 11.9858
GRB201201120,  44.288,0.0000025914,  2.8384
GRB180402481,   0.256,0.00000053497,  2.4030
GRB100311518,   9.024,0.0000025687,  2.5560
GRB110921912,  17.664,0.000036311, 32.3467
GRB171230955,  70.401,0.000015006,  4.6787
GRB200308941,  43.008,0.0000012521,  2.2095
GRB100207665,  15.360,0.0000020797,  1.8754
GRB190914345, 132.098,0.000007369,  2.6718
GRB130209961,   9.790,0.0000061237,  7.8914
GRB110920546, 160.771,0.00017233, 13.7418
GRB150118927,   0.288,0.00000069773,  5.4449
GRB101002279,   7.168,0.00000043956,  1.3746
GRB180210991,  48.129,0.000011605,  5.5531
GRB210411146,  42.497,0.0000040725, 10.1833
GRB200818998,   4.096,0.00000067219,  3.1861
GRB160419637,  24.320,0.0000015154,  1.9222
GRB180423266,   3.328,0.00000057854,  1.9511
GRB150831930,  13.760,0.0000027153,  9.0978
GRB081028538,  13.312,0.0000022658,  6.3379
GRB140304849, 232.708,0.0000083213,  3.8912
GRB100619015,  96.002,0.00001129,  7.4006
GRB140907429,  27.392,0.0000013461,  2.6066
GRB100101028,   2.816,0.0000011873,  1.6367
GRB110509475,   0.640,0.00000052569,  3.5390
GRB140405033,  39.936,0.0000025992,  2.4688
GRB101117496,  50.177,0.0000082414,  3.1695
GRB110522633,  58.112,0.0000030438,  4.1648
GRB100816009,  62.401,0.000025297,  7.4161
GRB180709099,  11.008,0.0000038771, 10.7390
GRB171013350,  39.425,0.00001559,  7.0113
GRB131006367,   0.128,0.00000012686,  0.5735
GRB090510016,   0.960,0.0000033732,  9.1038
GRB101017619,  47.872,0.0000017755,  1.2629
GRB180313978,   0.080,0.00000018732,  1.1370
GRB160428412,   0.576,0.00000017793,  2.9661
GRB100325275,   7.104,0.000003352,  5.0236
GRB160218711,  20.224,0.0000012715,  2.5709
GRB150629564,   1.920,0.00000036879,  2.1534
GRB170621784,  32.000,0.0000016691,  1.5126
GRB120817168,   0.160,0.0000017866,  5.8034
GRB200809211,  64.512,0.0000022935,  1.5378
GRB170926782,   0.896,0.00000045632,  4.9255
GRB180912274,  41.217,0.000016271,  6.4402
GRB171008080,   1.472,0.00000011212,  1.8452
GRB170825307,   6.656,0.0000022479,  4.4534
GRB090828099,  68.417,0.000023746, 14.5374
GRB130925164,   6.400,0.00000063406,  2.4731
GRB130925173, 215.555,0.000084767, 11.3904
GRB120920003,  28.160,0.0000010033,  1.1391
GRB120608489,   0.960,0.00000048345,  3.2615
GRB180128215,   0.208,0.00000037752,  1.4632
GRB210117458,  12.544,0.000004087, 11.4800
GRB191227723,   0.208,0.0000028361, 11.9558
GRB131008858,  36.349,0.0000082276,  5.2856
GRB190828542,  63.489,0.0000076942,  4.3840
GRB140905454, 110.082,0.000027462,  4.2907
GRB140628626,  12.544,0.0000014664,  2.4120
GRB180828790,   8.256,0.000033204, 38.2296
GRB200325620,  36.609,0.0000095436,  9.1414
GRB201222461,   7.872,0.0000019906,  6.6364
GRB120908938,  66.945,0.0000051596,  2.6048
GRB200816486,  31.488,0.00000091985,  1.7284
GRB171004672,  48.125,0.000010863,  4.8652
GRB210225218,  87.808,0.0000050927,  4.3335
GRB100421917,  62.465,0.0000042502,  2.9819
GRB081021398,  26.112,0.0000057438,  3.5268
GRB150815604,  24.576,0.0000022456,  1.8807
GRB160612842,   0.288,0.00000090991,  3.2358
GRB180925407,   0.896,0.00000012619,  1.5885
GRB131021352,  17.664,0.000001397,  6.4610
GRB200607362,  20.480,0.0000044574,  2.7183
GRB170514180, 103.938,0.000022537, 12.9935
GRB200415367,   0.144,0.0000050136,  9.0924
GRB180420107,  62.977,0.0000051139,  4.2157
GRB170405777,  78.593,0.000073963, 15.8441
GRB140311453,  14.912,0.0000036991,  4.5652
GRB130611538,  66.816,0.0000074433,  2.0431
GRB090904058,  56.065,0.000021712,  6.7719
GRB110725236,  20.224,0.0000013087,  4.0955
GRB100922625,   4.352,0.00000042462,  1.4724
GRB090908341,  36.864,0.0000026038,  2.1530
GRB130907760,   3.136,0.00000026084,  1.8413
GRB121028280,  11.008,0.00000099778,  2.7662
GRB090909854,   1.152,0.00000015698,  1.7989
GRB120619884,   0.960,0.00000042425,  1.7991
GRB201019069,  16.896,0.0000096602,  8.1141
GRB200111633,   6.016,0.0000030022, 10.4708
GRB100929916,   0.320,0.00000076143,  3.6363
GRB140511995,  59.136,0.000006746,  3.3887
GRB130604033,  26.880,0.000017465, 13.2432
GRB170901345,  29.696,0.00000040413,  1.1027
GRB100130729,  99.586,0.000010148,  6.1377
GRB120412055,   9.728,0.0000012463,  2.2253
GRB151202565,   0.704,0.00000069835,  3.3756
GRB140711691,  80.896,0.0000023913,  1.3264
GRB161228405,  50.176,0.0000032743,  4.6250
GRB200531119,  27.392,0.0000033238,  6.6912
GRB081221681,  29.697,0.000030037, 25.4289
GRB101227406, 153.347,0.000013754,  7.0304
GRB180314030,  22.016,0.000013308,  6.8048
GRB090514726,   2.240,0.0000022452,  7.9767
GRB200920651,   1.472,0.00000015387,  1.4901
GRB090228204,   0.448,0.0000061936, 16.8919
GRB190726642, 307.974,0.000015761, 16.2302
GRB110909116,  20.736,0.000049196,200.577
GRB100704149, 171.523,0.0000083883,  7.2181
GRB120504945,   5.760,0.0000016674,  2.4326
GRB131119781,  34.816,0.0000018487,  2.2770
GRB090307167,  29.440,0.0000010944,  1.4106
GRB110828575,  44.673,0.000002721,  2.1382
GRB160222070,  18.176,0.0000012666,  1.8433
GRB190805106,   9.216,0.0000043952,  8.6048
GRB181116484,  68.609,0.000017756,  7.7473
GRB101021009, 120.770,0.000022305, 10.1230
GRB210305794,  61.697,0.000010467,  4.5559
GRB091026485,   3.328,0.00000056672,  2.7050
GRB170817529,   2.048,0.00000027914,  1.7691
GRB190623461,   9.728,0.000002377,  6.2771
GRB190813520,   0.192,0.000000049947,  0.3083
GRB200919964,  48.129,0.000055972, 15.5853
GRB190530430,  18.432,0.00037062,160.545
GRB080831921,  74.497,0.0000084741,  2.8492
GRB100826957,  84.993,0.00016388, 29.5819
GRB120102416,  20.224,0.0000025531,  4.3405
GRB080805584,  65.665,0.0000043788,  1.7727
GRB191022285,  12.288,0.0000034222,  3.8958
GRB091018957,   0.192,0.00000018053,  2.2359
GRB181010247,   9.728,0.00000077576,  1.9372
